Bachelor / Master;Campus;Dual;Fachbereich;Semester;Semester YoY T/F;Stand;Stand Semester Auswahl;Stand Semester Auswahl YoY (Kopie);Studiengang;Studiengang (Gruppe);Studienort;Winter / Sommer;Ausländische Studierende;Gesamtstudierende;Gesamtstudierende Semester Auswahl;Gesamtstudierende Semester Auswahl YoY;Studienanfängerinnen und Studienanfänger (1. FS);Studienanfängerinnen und Studienanfänger (1. HS);Studierende in der Regelstudienzeit;Weibliche Studierende
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;24;79;;79;9;7;49;38
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;34;113;;;24;20;92;56
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;21;72;72;;19;15;49;40
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;0;17;17;;3;3;15;14
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;0;16;;;0;0;16;14
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;0;24;;;0;0;23;14
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;1;28;;;4;4;24;18
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;1;22;;;0;0;22;14
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;1;22;;;0;0;20;16
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;0;18;;;3;3;15;13
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;0;15;;;0;0;15;11
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;0;20;;20;7;7;17;17
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;1;23;;;4;3;20;17
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Birkenfeld;Sommersemester;8;24;;;4;1;24;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Birkenfeld;Sommersemester;4;15;;;3;2;15;2
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Birkenfeld;Wintersemester;5;17;;;5;3;16;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Birkenfeld;Sommersemester;4;13;;;5;0;13;3
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Birkenfeld;Wintersemester;4;18;;18;6;1;18;5
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Birkenfeld;Wintersemester;1;10;;;7;2;10;5
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Bio- und Prozess-Ingenieurwesen/Verfahrenstechnik;Birkenfeld;Wintersemester;6;22;22;;5;2;21;7
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;1;7;;;0;0;0;3
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;0;30;;;9;0;17;19
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;4;42;;;10;0;28;17
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;4;39;;;4;0;27;17
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;1;25;;;0;0;9;9
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;1;21;;;0;0;1;8
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;0;14;;;0;0;0;5
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;0;9;;9;0;0;0;3
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;3;34;;;0;0;16;15
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bio- und Prozess-Verfahrenstechnik;Bio- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;0;4;4;;0;0;0;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Bio-, Pharma- und Prozesstechnik;Bio-, Pharma- und Prozesstechnik;Birkenfeld;Sommersemester;2;15;;;1;0;13;8
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Bio-, Pharma- und Prozesstechnik;Bio-, Pharma- und Prozesstechnik;Birkenfeld;Sommersemester;0;2;;;0;0;2;0
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bio-, Pharma- und Prozesstechnik;Bio-, Pharma- und Prozesstechnik;Birkenfeld;Wintersemester;0;11;;;8;0;11;7
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Bio-, Pharma- und Prozesstechnik;Bio-, Pharma- und Prozesstechnik;Birkenfeld;Sommersemester;1;12;;;2;0;12;8
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bio-, Pharma- und Prozesstechnik;Bio-, Pharma- und Prozesstechnik;Birkenfeld;Wintersemester;2;14;;14;4;0;13;8
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bio-, Pharma- und Prozesstechnik;Bio-, Pharma- und Prozesstechnik;Birkenfeld;Wintersemester;2;5;;;5;0;5;1
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bio-, Pharma- und Prozesstechnik;Bio-, Pharma- und Prozesstechnik;Birkenfeld;Wintersemester;3;15;15;;3;0;8;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;1;11;;;0;0;0;3
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;2;36;;;0;0;21;11
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;2;22;;;0;0;8;5
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;2;20;;;0;0;6;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;2;16;;16;0;0;3;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;1;7;7;;0;0;0;1
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Birkenfeld;Sommersemester;1;1;;;0;0;0;1
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Birkenfeld;Sommersemester;1;1;;;0;0;0;1
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Birkenfeld;Wintersemester;1;1;;;0;0;0;1
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Birkenfeld;Sommersemester;1;1;;;0;0;0;1
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Birkenfeld;Wintersemester;0;0;;0;0;0;0;0
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Bio-, Umwelt- und Prozess-Verfahrenstechnik mit Praxissemester;Birkenfeld;Wintersemester;1;1;;;0;0;0;1
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Bio-,Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;7;64;;;8;1;52;12
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bio-,Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;5;60;;;10;6;47;16
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Bio-,Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Sommersemester;7;60;;;6;2;46;19
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bio-,Umwelt- und Prozess-Verfahrenstechnik;Bio-, Umwelt- und Prozess-Verfahrenstechnik;Birkenfeld;Wintersemester;3;43;;;0;0;32;12
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Biopharmazeutische Arzneimittelherstellung;Biopharmazeutische Arzneimittelherstellung;Birkenfeld;Sommersemester;1;8;;;0;0;8;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Biopharmazeutische Arzneimittelherstellung;Biopharmazeutische Arzneimittelherstellung;Birkenfeld;Wintersemester;1;6;;6;6;2;6;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Biopharmazeutische Arzneimittelherstellung;Biopharmazeutische Arzneimittelherstellung;Birkenfeld;Wintersemester;6;17;17;;10;5;17;12
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Biopharmazeutische Arzneimittelherstellung;Biopharmazeutische Arzneimittelherstellung;Birkenfeld;Wintersemester;0;10;10;;10;8;10;3
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Sommersemester;3;15;;;0;0;4;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Sommersemester;2;31;;;0;0;17;14
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Wintersemester;4;42;;;5;0;19;11
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Sommersemester;4;36;;;4;0;15;9
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Sommersemester;4;24;;;1;0;10;4
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Wintersemester;5;22;;;2;0;7;4
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Sommersemester;3;17;;;1;0;5;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Wintersemester;4;18;;18;2;0;5;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Wintersemester;4;34;;;3;0;13;8
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Business Administration and Engineering;Business Administration and Engineering;Birkenfeld;Wintersemester;3;15;15;;1;0;4;2
Master;Hauptcampus; ;Wirtschaft;Sommersemester 2020;Falsch;02.06.2020;;;Business Management;Business Management;Trier;Sommersemester;2;21;;;0;0;18;8
Master;Hauptcampus; ;Wirtschaft;Wintersemester 2020/2021;Falsch;30.11.2020;;;Business Management;Business Management;Trier;Wintersemester;4;39;;;23;1;31;17
Master;Hauptcampus; ;Wirtschaft;Sommersemester 2021;Falsch;02.06.2021;;;Business Management;Business Management;Trier;Sommersemester;3;33;;;9;0;31;12
Master;Hauptcampus; ;Wirtschaft;Sommersemester 2022;Falsch;31.05.2022;;;Business Management;Business Management;Trier;Sommersemester;4;37;;;9;0;34;16
Master;Hauptcampus; ;Wirtschaft;Wintersemester 2022/2023;Falsch;30.11.2022;;;Business Management;Business Management;Trier;Wintersemester;7;53;;;29;1;44;22
Master;Hauptcampus; ;Wirtschaft;Sommersemester 2023;Falsch;31.05.2023;;;Business Management;Business Management;Trier;Sommersemester;9;62;;;16;2;54;23
Master;Hauptcampus; ;Wirtschaft;Wintersemester 2023/2024;Wahr;30.11.2023;;;Business Management;Business Management;Trier;Wintersemester;16;71;;71;22;5;62;30
Master;Hauptcampus; ;Wirtschaft;Wintersemester 2021/2022;Falsch;30.11.2021;;;Business Management;Business Management;Trier;Wintersemester;5;38;;;19;0;34;17
Master;Hauptcampus; ;Wirtschaft;Sommersemester 2024;Falsch;31.05.2024;;;Business Management;Business Management;Trier;Sommersemester;14;80;;;24;0;76;30
Master;Hauptcampus; ;Wirtschaft;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Business Management;Business Management;Trier;Wintersemester;13;73;73;;18;0;58;33
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Design 3;Design;Trier;Sommersemester;6;50;;;15;0;35;31
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Design 3;Design;Trier;Wintersemester;7;49;;;7;2;32;31
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Design 3;Design;Trier;Sommersemester;8;52;;;10;0;31;34
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Design 3;Design;Trier;Sommersemester;8;46;;;6;1;31;28
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Design 3;Design;Trier;Wintersemester;6;44;;;6;0;26;24
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Design 3;Design;Trier;Sommersemester;4;29;;;4;0;15;13
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Design 3;Design;Trier;Wintersemester;5;35;;35;10;0;20;20
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Design 3;Design;Trier;Wintersemester;9;53;;;14;1;30;35
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Design 3;Design;Trier;Sommersemester;6;38;;;6;1;20;23
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Design 3;Design;Trier;Wintersemester;2;36;36;;6;0;20;19
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Design 4;Design;Trier;Sommersemester;4;47;;;8;0;28;21
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Design 4;Design;Trier;Wintersemester;6;52;;;11;1;31;27
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Design 4;Design;Trier;Sommersemester;7;56;;;7;0;35;30
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Design 4;Design;Trier;Sommersemester;8;59;;;5;0;32;29
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Design 4;Design;Trier;Wintersemester;6;58;;;4;0;25;26
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Design 4;Design;Trier;Sommersemester;4;49;;;3;0;20;20
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Design 4;Design;Trier;Wintersemester;5;47;;47;9;0;18;23
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Design 4;Design;Trier;Wintersemester;6;63;;;10;0;37;31
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Design 4;Design;Trier;Sommersemester;4;39;;;6;0;17;22
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Design 4;Design;Trier;Wintersemester;6;43;43;;9;1;27;25
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Sommersemester;3;35;;;4;0;19;1
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Sommersemester;2;66;;;0;0;51;33
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Wintersemester;4;43;;;8;0;21;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Sommersemester;3;43;;;5;0;21;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Sommersemester;4;41;;;4;0;20;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Wintersemester;4;40;;;7;1;17;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Sommersemester;3;44;;;8;0;24;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Wintersemester;3;40;;40;3;0;20;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Wintersemester;3;40;;;8;0;21;2
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Digitale Produktentwicklung - Maschinenbau;Digitale Produktentwicklung - Maschinenbau;Birkenfeld;Wintersemester;4;38;38;;6;0;18;2
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Sommersemester;8;17;;;0;0;15;12
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Wintersemester;11;20;;;2;3;17;14
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Sommersemester;11;17;;;0;1;16;13
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Sommersemester;11;18;;;0;2;14;15
